Serial Number;205145
Device Identity;20514510mH2O
Exported from File;C:\Users\Mika\Documents\Privat\Studium\Master\Lectures\02_glaciology\Data\2024-08-23\205145-10mH2O_23_08_2024-08_30_00.DX5 
Record Start Time;23.08.2024 08:30:00

;;;;CH1;CH4;CH11
;;;;Pressure1;Temperature TOB1;Conductivity Raw
;;;;mbar;°C;uS/cm
No;;Date;Time;P1;TOB1;ConRaw
10714;;23/08/2024;11:28:33;782,33340;0,051;0,21200;
10715;;23/08/2024;11:28:34;782,27230;0,030;0,21200;
10716;;23/08/2024;11:28:35;782,30290;0,030;0,21200;
10717;;23/08/2024;11:28:36;782,40970;0,030;0,20140;
10718;;23/08/2024;11:28:37;782,34860;0,051;0,20140;
10719;;23/08/2024;11:28:38;782,30290;0,051;0,20140;
10720;;23/08/2024;11:28:39;782,30290;0,051;0,21200;
10721;;23/08/2024;11:28:40;782,37920;0,030;0,20140;
10722;;23/08/2024;11:28:41;782,33340;0,051;0,21200;
10723;;23/08/2024;11:28:42;782,37920;0,051;0,21200;
10724;;23/08/2024;11:28:43;782,25710;0,051;0,21200;
10725;;23/08/2024;11:28:44;782,30290;0,051;0,20140;
10726;;23/08/2024;11:28:45;782,21130;0,051;0,20140;
10727;;23/08/2024;11:28:46;782,27230;0,051;0,21200;
10728;;23/08/2024;11:28:47;782,33340;0,051;0,21200;
10729;;23/08/2024;11:28:48;782,30290;0,051;0,21200;
10730;;23/08/2024;11:28:49;782,25710;0,051;0,20140;
10731;;23/08/2024;11:28:50;782,27230;0,051;0,21200;
10732;;23/08/2024;11:28:51;782,25710;0,051;0,21200;
10733;;23/08/2024;11:28:52;782,27230;0,030;0,21200;
10734;;23/08/2024;11:28:53;782,30290;0,051;0,20140;
10735;;23/08/2024;11:28:54;782,33340;0,051;0,20140;
10736;;23/08/2024;11:28:55;782,37920;0,051;0,21200;
10737;;23/08/2024;11:28:56;782,34860;0,051;0,21200;
10738;;23/08/2024;11:28:57;782,34860;0,030;0,21200;
10739;;23/08/2024;11:28:58;782,33340;0,051;0,20140;
10740;;23/08/2024;11:28:59;782,30290;0,030;0,21200;
10741;;23/08/2024;11:29:00;782,34860;0,051;0,20140;
10742;;23/08/2024;11:29:01;782,34860;0,051;0,21200;
10743;;23/08/2024;11:29:02;782,37920;0,051;0,20140;
10744;;23/08/2024;11:29:03;782,37920;0,051;0,20140;
10745;;23/08/2024;11:29:04;782,27230;0,071;0,20140;
10746;;23/08/2024;11:29:05;782,27230;0,051;0,20140;
10747;;23/08/2024;11:29:06;782,34860;0,051;0,20140;
10748;;23/08/2024;11:29:07;782,33340;0,030;0,20140;
10749;;23/08/2024;11:29:08;782,30290;0,051;0,21200;
10750;;23/08/2024;11:29:09;782,25710;0,030;0,21200;
10751;;23/08/2024;11:29:10;782,30290;0,051;0,21200;
10752;;23/08/2024;11:29:11;782,37920;0,051;0,21200;
10753;;23/08/2024;11:29:12;782,34860;0,051;0,21200;
10754;;23/08/2024;11:29:13;782,30290;0,030;0,21200;
10755;;23/08/2024;11:29:14;782,30290;0,030;0,21200;
10756;;23/08/2024;11:29:15;782,33340;0,051;0,21200;
10757;;23/08/2024;11:29:16;782,30290;0,030;0,21200;
10758;;23/08/2024;11:29:17;782,33340;0,051;0,21200;
10759;;23/08/2024;11:29:18;782,30290;0,051;0,20140;
10760;;23/08/2024;11:29:19;782,30290;0,051;0,21200;
10761;;23/08/2024;11:29:20;782,30290;0,051;0,21200;
10762;;23/08/2024;11:29:21;782,33340;0,030;0,20140;
10763;;23/08/2024;11:29:22;782,40970;0,051;0,21200;
10764;;23/08/2024;11:29:23;782,27230;0,030;0,21200;
10765;;23/08/2024;11:29:24;782,37920;0,030;0,20140;
10766;;23/08/2024;11:29:25;782,33340;0,051;0,20140;
10767;;23/08/2024;11:29:26;782,34860;0,051;0,20140;
10768;;23/08/2024;11:29:27;782,30290;0,051;0,21200;
10769;;23/08/2024;11:29:28;782,40970;0,051;0,20140;
10770;;23/08/2024;11:29:29;782,30290;0,051;0,20140;
10771;;23/08/2024;11:29:30;782,30290;0,030;0,20140;
10772;;23/08/2024;11:29:31;782,40970;0,030;0,20140;
10773;;23/08/2024;11:29:32;782,40970;0,051;0,20140;
10774;;23/08/2024;11:29:33;782,37920;0,030;0,21200;
10775;;23/08/2024;11:29:34;782,30290;0,051;0,21200;
10776;;23/08/2024;11:29:35;782,30290;0,030;0,21200;
10777;;23/08/2024;11:29:36;782,34860;0,051;0,21200;
10778;;23/08/2024;11:29:37;782,33340;0,051;0,21200;
10779;;23/08/2024;11:29:38;782,33340;0,030;0,21200;
10780;;23/08/2024;11:29:39;782,40970;0,051;0,20140;
10781;;23/08/2024;11:29:40;782,30290;0,051;0,20140;
10782;;23/08/2024;11:29:41;782,33340;0,051;0,20140;
10783;;23/08/2024;11:29:42;782,37920;0,051;0,20140;
10784;;23/08/2024;11:29:43;782,30290;0,030;0,20140;
10785;;23/08/2024;11:29:44;782,30290;0,051;0,20140;
10786;;23/08/2024;11:29:45;782,33340;0,051;0,20140;
10787;;23/08/2024;11:29:46;782,37920;0,030;0,20140;
10788;;23/08/2024;11:29:47;782,30290;0,051;0,20140;
10789;;23/08/2024;11:29:48;782,33340;0,051;0,20140;
10790;;23/08/2024;11:29:49;782,34860;0,051;0,20140;
10791;;23/08/2024;11:29:50;782,34860;0,051;0,20140;
10792;;23/08/2024;11:29:51;782,40970;0,051;0,20140;
10793;;23/08/2024;11:29:52;782,25710;0,051;0,20140;
10794;;23/08/2024;11:29:53;782,18080;0,051;0,20140;
10795;;23/08/2024;11:29:54;782,37920;0,030;0,20140;
10796;;23/08/2024;11:29:55;782,42490;0,051;0,21200;
10797;;23/08/2024;11:29:56;782,27230;0,051;0,21200;
10798;;23/08/2024;11:29:57;782,34860;0,051;0,20140;
10799;;23/08/2024;11:29:58;782,30290;0,030;0,21200;
10800;;23/08/2024;11:29:59;782,34860;0,051;0,20140;
10801;;23/08/2024;11:30:00;782,33340;0,051;0,20140;
10802;;23/08/2024;11:30:01;782,34860;0,030;0,20140;
10803;;23/08/2024;11:30:02;782,30290;0,051;0,20140;
10804;;23/08/2024;11:30:03;782,25710;0,051;0,20140;
10805;;23/08/2024;11:30:04;782,37920;0,051;0,21200;
10806;;23/08/2024;11:30:05;782,33340;0,030;0,20140;
10807;;23/08/2024;11:30:06;782,34860;0,051;0,20140;
10808;;23/08/2024;11:30:07;782,33340;0,051;0,20140;
10809;;23/08/2024;11:30:08;782,25710;0,051;0,20140;
10810;;23/08/2024;11:30:09;782,40970;0,051;0,20140;
10811;;23/08/2024;11:30:10;782,45540;0,051;0,20140;
10812;;23/08/2024;11:30:11;782,33340;0,051;0,21200;
10813;;23/08/2024;11:30:12;782,33340;0,030;0,20140;
10814;;23/08/2024;11:30:13;782,30290;0,051;0,21200;
10815;;23/08/2024;11:30:14;782,34860;0,030;0,20140;
10816;;23/08/2024;11:30:15;782,37920;0,030;0,20140;
10817;;23/08/2024;11:30:16;782,33340;0,051;0,20140;
10818;;23/08/2024;11:30:17;782,37920;0,051;0,21200;
10819;;23/08/2024;11:30:18;782,34860;0,030;0,20140;
10820;;23/08/2024;11:30:19;782,33340;0,051;0,20140;
10821;;23/08/2024;11:30:20;782,40970;0,030;0,21200;
10822;;23/08/2024;11:30:21;782,34860;0,030;0,21200;
10823;;23/08/2024;11:30:22;782,37920;0,051;0,20140;
10824;;23/08/2024;11:30:23;782,37920;0,051;0,20140;
10825;;23/08/2024;11:30:24;782,34860;0,051;0,20140;
10826;;23/08/2024;11:30:25;782,30290;0,051;0,20140;
10827;;23/08/2024;11:30:26;782,22660;0,051;0,21200;
10828;;23/08/2024;11:30:27;782,30290;0,030;0,20140;
10829;;23/08/2024;11:30:28;782,34860;0,051;0,20140;
10830;;23/08/2024;11:30:29;782,27230;0,051;0,20140;
10831;;23/08/2024;11:30:30;782,30290;0,051;0,20140;
10832;;23/08/2024;11:30:31;782,27230;0,051;0,20140;
10833;;23/08/2024;11:30:32;782,30290;0,051;0,20140;
10834;;23/08/2024;11:30:33;782,45540;0,051;0,21200;
10835;;23/08/2024;11:30:34;782,27230;0,051;0,20140;
10836;;23/08/2024;11:30:35;782,40970;0,030;0,21200;
10837;;23/08/2024;11:30:36;782,33340;0,030;0,20140;
10838;;23/08/2024;11:30:37;782,34860;0,051;0,21200;
10839;;23/08/2024;11:30:38;782,40970;0,051;0,20140;
10840;;23/08/2024;11:30:39;782,33340;0,051;0,20140;
10841;;23/08/2024;11:30:40;782,33340;0,030;0,20140;
10842;;23/08/2024;11:30:41;782,40970;0,051;0,20140;
10843;;23/08/2024;11:30:42;782,30290;0,051;0,21200;
10844;;23/08/2024;11:30:43;782,37920;0,051;0,20140;
10845;;23/08/2024;11:30:44;782,34860;0,051;0,20140;
10846;;23/08/2024;11:30:45;782,33340;0,051;0,20140;
10847;;23/08/2024;11:30:46;782,37920;0,051;0,20140;
10848;;23/08/2024;11:30:47;782,27230;0,051;0,20140;
10849;;23/08/2024;11:30:48;782,33340;0,051;0,20140;
10850;;23/08/2024;11:30:49;782,34860;0,051;0,20140;
10851;;23/08/2024;11:30:50;782,34860;0,051;0,20140;
10852;;23/08/2024;11:30:51;782,27230;0,030;0,20140;
10853;;23/08/2024;11:30:52;782,22660;0,051;0,20140;
10854;;23/08/2024;11:30:53;782,30290;0,030;0,20140;
10855;;23/08/2024;11:30:54;782,37920;0,051;0,20140;
10856;;23/08/2024;11:30:55;782,33340;0,051;0,21200;
10857;;23/08/2024;11:30:56;782,27230;0,051;0,20140;
10858;;23/08/2024;11:30:57;782,25710;0,051;0,21200;
10859;;23/08/2024;11:30:58;782,34860;0,030;0,20140;
10860;;23/08/2024;11:30:59;782,40970;0,051;0,20140;
10861;;23/08/2024;11:31:00;782,34860;0,051;0,20140;
10862;;23/08/2024;11:31:01;782,30290;0,030;0,20140;
10863;;23/08/2024;11:31:02;782,34860;0,051;0,20140;
10864;;23/08/2024;11:31:03;782,42490;0,030;0,20140;
10865;;23/08/2024;11:31:04;782,34860;0,030;0,19080;
10866;;23/08/2024;11:31:05;782,34860;0,030;0,20140;
10867;;23/08/2024;11:31:06;782,34860;0,051;0,20140;
10868;;23/08/2024;11:31:07;782,30290;0,051;0,20140;
10869;;23/08/2024;11:31:08;782,37920;0,051;0,20140;
10870;;23/08/2024;11:31:09;782,40970;0,051;0,20140;
10871;;23/08/2024;11:31:10;782,33340;0,030;0,20140;
10872;;23/08/2024;11:31:11;782,34860;0,030;0,20140;
10873;;23/08/2024;11:31:12;782,37920;0,051;0,20140;
10874;;23/08/2024;11:31:13;782,27230;0,030;0,20140;
10875;;23/08/2024;11:31:14;782,42490;0,030;0,20140;
10876;;23/08/2024;11:31:15;782,25710;0,051;0,20140;
10877;;23/08/2024;11:31:16;782,25710;0,051;0,20140;
10878;;23/08/2024;11:31:17;782,30290;0,051;0,20140;
10879;;23/08/2024;11:31:18;782,37920;0,051;0,20140;
10880;;23/08/2024;11:31:19;782,33340;0,030;0,20140;
10881;;23/08/2024;11:31:20;782,42490;0,030;0,20140;
10882;;23/08/2024;11:31:21;782,30290;0,051;0,20140;
10883;;23/08/2024;11:31:22;782,33340;0,051;0,20140;
10884;;23/08/2024;11:31:23;782,40970;0,030;0,20140;
10885;;23/08/2024;11:31:24;782,42490;0,051;0,20140;
10886;;23/08/2024;11:31:25;782,33340;0,030;0,20140;
10887;;23/08/2024;11:31:26;782,34860;0,051;0,20140;
10888;;23/08/2024;11:31:27;782,40970;0,030;0,20140;
10889;;23/08/2024;11:31:28;782,33340;0,051;0,20140;
10890;;23/08/2024;11:31:29;782,40970;0,051;0,20140;
10891;;23/08/2024;11:31:30;782,33340;0,030;0,20140;
10892;;23/08/2024;11:31:31;782,34860;0,051;0,20140;
10893;;23/08/2024;11:31:32;782,33340;0,051;0,20140;
10894;;23/08/2024;11:31:33;782,34860;0,030;0,20140;
10895;;23/08/2024;11:31:34;782,34860;0,030;0,20140;
10896;;23/08/2024;11:31:35;782,34860;0,030;0,20140;
10897;;23/08/2024;11:31:36;782,42490;0,030;0,20140;
10898;;23/08/2024;11:31:37;782,34860;0,051;0,20140;
10899;;23/08/2024;11:31:38;782,37920;0,030;0,21200;
10900;;23/08/2024;11:31:39;782,40970;0,051;0,20140;
10901;;23/08/2024;11:31:40;782,37920;0,030;0,19080;
10902;;23/08/2024;11:31:41;782,33340;0,051;0,20140;
10903;;23/08/2024;11:31:42;782,42490;0,051;0,20140;
10904;;23/08/2024;11:31:43;782,33340;0,051;0,20140;
10905;;23/08/2024;11:31:44;782,40970;0,051;0,20140;
10906;;23/08/2024;11:31:45;782,30290;0,030;0,20140;
10907;;23/08/2024;11:31:46;782,45540;0,051;0,20140;
10908;;23/08/2024;11:31:47;782,30290;0,051;0,20140;
10909;;23/08/2024;11:31:48;782,40970;0,030;0,20140;
10910;;23/08/2024;11:31:49;782,37920;0,030;0,20140;
10911;;23/08/2024;11:31:50;782,37920;0,051;0,20140;
10912;;23/08/2024;11:31:51;782,40970;0,051;0,20140;
10913;;23/08/2024;11:31:52;782,34860;0,051;0,20140;
10914;;23/08/2024;11:31:53;782,30290;0,030;0,20140;
10915;;23/08/2024;11:31:54;782,40970;0,051;0,20140;
10916;;23/08/2024;11:31:55;782,37920;0,030;0,20140;
10917;;23/08/2024;11:31:56;782,45540;0,051;0,20140;
10918;;23/08/2024;11:31:57;782,34860;0,030;0,20140;
10919;;23/08/2024;11:31:58;782,34860;0,051;0,20140;
10920;;23/08/2024;11:31:59;782,34860;0,051;0,20140;
10921;;23/08/2024;11:32:00;782,33340;0,051;0,20140;
10922;;23/08/2024;11:32:01;782,40970;0,051;0,20140;
10923;;23/08/2024;11:32:02;782,34860;0,051;0,20140;
10924;;23/08/2024;11:32:03;782,42490;0,051;0,20140;
10925;;23/08/2024;11:32:04;782,27230;0,030;0,20140;
10926;;23/08/2024;11:32:05;782,33340;0,030;0,20140;
10927;;23/08/2024;11:32:06;782,34860;0,051;0,20140;
10928;;23/08/2024;11:32:07;782,33340;0,051;0,20140;
10929;;23/08/2024;11:32:08;782,37920;0,051;0,20140;
10930;;23/08/2024;11:32:09;782,34860;0,030;0,20140;
10931;;23/08/2024;11:32:10;782,37920;0,051;0,20140;
10932;;23/08/2024;11:32:11;782,45540;0,030;0,20140;
10933;;23/08/2024;11:32:12;782,40970;0,030;0,20140;
10934;;23/08/2024;11:32:13;782,37920;0,051;0,20140;
10935;;23/08/2024;11:32:14;782,30290;0,051;0,19080;
10936;;23/08/2024;11:32:15;782,45540;0,030;0,20140;
10937;;23/08/2024;11:32:16;782,37920;0,051;0,20140;
10938;;23/08/2024;11:32:17;782,37920;0,051;0,20140;
10939;;23/08/2024;11:32:18;782,34860;0,030;0,20140;
10940;;23/08/2024;11:32:19;782,37920;0,030;0,20140;
10941;;23/08/2024;11:32:20;782,27230;0,051;0,20140;
10942;;23/08/2024;11:32:21;782,30290;0,051;0,20140;
10943;;23/08/2024;11:32:22;782,33340;0,051;0,20140;
10944;;23/08/2024;11:32:23;782,27230;0,030;0,20140;
10945;;23/08/2024;11:32:24;782,45540;0,030;0,20140;
10946;;23/08/2024;11:32:25;782,42490;0,051;0,20140;
10947;;23/08/2024;11:32:26;782,34860;0,051;0,20140;
10948;;23/08/2024;11:32:27;782,25710;0,030;0,20140;
10949;;23/08/2024;11:32:28;782,33340;0,051;0,20140;
10950;;23/08/2024;11:32:29;782,34860;0,051;0,20140;
10951;;23/08/2024;11:32:30;782,37920;0,051;0,20140;
10952;;23/08/2024;11:32:31;782,40970;0,051;0,20140;
10953;;23/08/2024;11:32:32;782,33340;0,030;0,20140;
10954;;23/08/2024;11:32:33;782,42490;0,051;0,20140;
10955;;23/08/2024;11:32:34;782,40970;0,030;0,20140;
10956;;23/08/2024;11:32:35;782,42490;0,051;0,20140;
10957;;23/08/2024;11:32:36;782,33340;0,051;0,20140;
10958;;23/08/2024;11:32:37;782,30290;0,030;0,20140;
10959;;23/08/2024;11:32:38;782,33340;0,030;0,19080;
10960;;23/08/2024;11:32:39;782,42490;0,030;0,20140;
10961;;23/08/2024;11:32:40;782,42490;0,030;0,20140;
10962;;23/08/2024;11:32:41;782,40970;0,051;0,20140;
10963;;23/08/2024;11:32:42;782,42490;0,051;0,20140;
10964;;23/08/2024;11:32:43;782,37920;0,051;0,20140;
10965;;23/08/2024;11:32:44;782,30290;0,030;0,19080;
10966;;23/08/2024;11:32:45;782,40970;0,051;0,20140;
10967;;23/08/2024;11:32:46;782,34860;0,051;0,20140;
10968;;23/08/2024;11:32:47;782,40970;0,051;0,20140;
10969;;23/08/2024;11:32:48;782,34860;0,051;0,20140;
10970;;23/08/2024;11:32:49;782,34860;0,051;0,20140;
10971;;23/08/2024;11:32:50;782,42490;0,030;0,20140;
10972;;23/08/2024;11:32:51;782,40970;0,051;0,20140;
10973;;23/08/2024;11:32:52;782,40970;0,030;0,20140;
10974;;23/08/2024;11:32:53;782,37920;0,051;0,20140;
10975;;23/08/2024;11:32:54;782,27230;0,051;0,20140;
10976;;23/08/2024;11:32:55;782,37920;0,051;0,20140;
10977;;23/08/2024;11:32:56;782,50120;0,051;0,20140;
10978;;23/08/2024;11:32:57;782,30290;0,030;0,20140;
10979;;23/08/2024;11:32:58;782,40970;0,030;0,20140;
10980;;23/08/2024;11:32:59;782,37920;0,030;0,20140;
10981;;23/08/2024;11:33:00;782,25710;0,030;0,20140;
10982;;23/08/2024;11:33:01;782,40970;0,051;0,20140;
10983;;23/08/2024;11:33:02;782,48600;0,051;0,20140;
10984;;23/08/2024;11:33:03;782,40970;0,030;0,20140;
10985;;23/08/2024;11:33:04;782,45540;0,051;0,20140;
10986;;23/08/2024;11:33:05;782,37920;0,051;0,19080;
10987;;23/08/2024;11:33:06;782,34860;0,051;0,20140;
10988;;23/08/2024;11:33:07;782,37920;0,051;0,19080;
10989;;23/08/2024;11:33:08;782,34860;0,030;0,20140;
10990;;23/08/2024;11:33:09;782,34860;0,051;0,20140;
10991;;23/08/2024;11:33:10;782,37920;0,051;0,20140;
10992;;23/08/2024;11:33:11;782,48600;0,051;0,20140;
10993;;23/08/2024;11:33:12;782,40970;0,030;0,20140;
10994;;23/08/2024;11:33:13;782,48600;0,051;0,19080;
10995;;23/08/2024;11:33:14;782,34860;0,051;0,20140;
10996;;23/08/2024;11:33:15;782,42490;0,051;0,20140;
10997;;23/08/2024;11:33:16;782,34860;0,051;0,20140;
10998;;23/08/2024;11:33:17;782,42490;0,051;0,20140;
10999;;23/08/2024;11:33:18;782,33340;0,051;0,20140;
11000;;23/08/2024;11:33:19;782,40970;0,051;0,20140;
11001;;23/08/2024;11:33:20;782,40970;0,071;0,20140;
11002;;23/08/2024;11:33:21;782,42490;0,051;0,20140;
11003;;23/08/2024;11:33:22;782,42490;0,051;0,20140;
11004;;23/08/2024;11:33:23;782,34860;0,051;0,20140;
11005;;23/08/2024;11:33:24;782,42490;0,051;0,20140;
11006;;23/08/2024;11:33:25;782,40970;0,051;0,20140;
11007;;23/08/2024;11:33:26;782,40970;0,051;0,20140;
11008;;23/08/2024;11:33:27;782,45540;0,051;0,20140;
11009;;23/08/2024;11:33:28;782,34860;0,051;0,20140;
11010;;23/08/2024;11:33:29;782,37920;0,051;0,20140;
11011;;23/08/2024;11:33:30;782,34860;0,051;0,20140;
11012;;23/08/2024;11:33:31;782,37920;0,030;0,20140;
11013;;23/08/2024;11:33:32;782,40970;0,030;0,20140;
11014;;23/08/2024;11:33:33;782,37920;0,051;0,20140;
11015;;23/08/2024;11:33:34;782,42490;0,051;0,20140;
11016;;23/08/2024;11:33:35;782,25710;0,051;0,19080;
11017;;23/08/2024;11:33:36;782,42490;0,051;0,20140;
11018;;23/08/2024;11:33:37;782,33340;0,030;0,20140;
11019;;23/08/2024;11:33:38;782,37920;0,051;0,20140;
11020;;23/08/2024;11:33:39;782,40970;0,051;0,20140;
11021;;23/08/2024;11:33:40;782,34860;0,051;0,20140;
11022;;23/08/2024;11:33:41;782,33340;0,030;0,20140;
11023;;23/08/2024;11:33:42;782,27230;0,051;0,20140;
11024;;23/08/2024;11:33:43;782,40970;0,051;0,20140;
11025;;23/08/2024;11:33:44;782,37920;0,030;0,19080;
11026;;23/08/2024;11:33:45;782,40970;0,051;0,20140;
11027;;23/08/2024;11:33:46;782,33340;0,051;0,20140;
11028;;23/08/2024;11:33:47;782,37920;0,030;0,19080;
11029;;23/08/2024;11:33:48;782,42490;0,030;0,20140;
11030;;23/08/2024;11:33:49;782,30290;0,030;0,19080;
11031;;23/08/2024;11:33:50;782,37920;0,051;0,19080;
11032;;23/08/2024;11:33:51;782,42490;0,051;0,20140;
11033;;23/08/2024;11:33:52;782,33340;0,051;0,20140;
11034;;23/08/2024;11:33:53;782,34860;0,051;0,20140;
11035;;23/08/2024;11:33:54;782,33340;0,051;0,20140;
11036;;23/08/2024;11:33:55;782,42490;0,051;0,20140;
11037;;23/08/2024;11:33:56;782,37920;0,030;0,20140;
11038;;23/08/2024;11:33:57;782,42490;0,051;0,20140;
11039;;23/08/2024;11:33:58;782,37920;0,051;0,20140;
11040;;23/08/2024;11:33:59;782,37920;0,051;0,19080;
11041;;23/08/2024;11:34:00;782,37920;0,030;0,19080;
11042;;23/08/2024;11:34:01;782,45540;0,051;0,20140;
11043;;23/08/2024;11:34:02;782,45540;0,051;0,20140;
11044;;23/08/2024;11:34:03;782,30290;0,051;0,19080;
11045;;23/08/2024;11:34:04;782,42490;0,051;0,20140;
11046;;23/08/2024;11:34:05;782,42490;0,051;0,19080;
11047;;23/08/2024;11:34:06;782,34860;0,030;0,20140;
11048;;23/08/2024;11:34:07;782,42490;0,030;0,19080;
11049;;23/08/2024;11:34:08;782,37920;0,051;0,19080;
11050;;23/08/2024;11:34:09;782,48600;0,030;0,20140;
11051;;23/08/2024;11:34:10;782,42490;0,051;0,20140;
11052;;23/08/2024;11:34:11;782,37920;0,051;0,20140;
11053;;23/08/2024;11:34:12;782,34860;0,051;0,20140;
11054;;23/08/2024;11:34:13;782,37920;0,051;0,19080;
11055;;23/08/2024;11:34:14;782,48600;0,030;0,20140;
11056;;23/08/2024;11:34:15;782,40970;0,051;0,19080;
11057;;23/08/2024;11:34:16;782,40970;0,051;0,19080;
11058;;23/08/2024;11:34:17;782,40970;0,051;0,19080;
11059;;23/08/2024;11:34:18;782,50120;0,051;0,20140;
11060;;23/08/2024;11:34:19;782,42490;0,030;0,20140;
11061;;23/08/2024;11:34:20;782,45540;0,030;0,19080;
11062;;23/08/2024;11:34:21;782,34860;0,030;0,19080;
11063;;23/08/2024;11:34:22;782,37920;0,030;0,20140;
11064;;23/08/2024;11:34:23;782,40970;0,051;0,20140;
11065;;23/08/2024;11:34:24;782,37920;0,051;0,20140;
11066;;23/08/2024;11:34:25;782,48600;0,051;0,19080;
11067;;23/08/2024;11:34:26;782,34860;0,051;0,19080;
11068;;23/08/2024;11:34:27;782,34860;0,051;0,20140;
11069;;23/08/2024;11:34:28;782,48600;0,051;0,19080;
11070;;23/08/2024;11:34:29;782,34860;0,030;0,20140;
11071;;23/08/2024;11:34:30;782,42490;0,051;0,20140;
11072;;23/08/2024;11:34:31;782,42490;0,051;0,20140;
11073;;23/08/2024;11:34:32;782,40970;0,051;0,20140;
11074;;23/08/2024;11:34:33;782,45540;0,030;0,20140;
11075;;23/08/2024;11:34:34;782,45540;0,030;0,19080;
11076;;23/08/2024;11:34:35;782,53170;0,051;0,20140;
11077;;23/08/2024;11:34:36;782,50120;0,051;0,19080;
11078;;23/08/2024;11:34:37;782,33340;0,051;0,19080;
11079;;23/08/2024;11:34:38;782,42490;0,051;0,20140;
11080;;23/08/2024;11:34:39;782,42490;0,051;0,20140;
11081;;23/08/2024;11:34:40;782,48600;0,051;0,19080;
11082;;23/08/2024;11:34:41;782,53170;0,030;0,20140;
11083;;23/08/2024;11:34:42;782,40970;0,030;0,19080;
11084;;23/08/2024;11:34:43;782,40970;0,051;0,19080;
11085;;23/08/2024;11:34:44;782,42490;0,051;0,19080;
11086;;23/08/2024;11:34:45;782,40970;0,051;0,19080;
11087;;23/08/2024;11:34:46;782,42490;0,051;0,20140;
11088;;23/08/2024;11:34:47;782,42490;0,030;0,20140;
11089;;23/08/2024;11:34:48;782,37920;0,051;0,20140;
11090;;23/08/2024;11:34:49;782,37920;0,051;0,19080;
11091;;23/08/2024;11:34:50;782,45540;0,030;0,19080;
11092;;23/08/2024;11:34:51;782,42490;0,051;0,19080;
11093;;23/08/2024;11:34:52;782,34860;0,030;0,19080;
11094;;23/08/2024;11:34:53;782,45540;0,051;0,19080;
11095;;23/08/2024;11:34:54;782,40970;0,030;0,19080;
11096;;23/08/2024;11:34:55;782,37920;0,051;0,19080;
11097;;23/08/2024;11:34:56;782,42490;0,030;0,19080;
11098;;23/08/2024;11:34:57;782,37920;0,051;0,20140;
11099;;23/08/2024;11:34:58;782,42490;0,030;0,19080;
11100;;23/08/2024;11:34:59;782,42490;0,051;0,19080;
11101;;23/08/2024;11:35:00;782,53170;0,030;0,20140;
11102;;23/08/2024;11:35:01;782,45540;0,051;0,19080;
11103;;23/08/2024;11:35:02;782,48600;0,051;0,19080;
11104;;23/08/2024;11:35:03;782,37920;0,051;0,19080;
11105;;23/08/2024;11:35:04;782,53170;0,030;0,20140;
11106;;23/08/2024;11:35:05;782,48600;0,030;0,20140;
11107;;23/08/2024;11:35:06;782,48600;0,030;0,19080;
11108;;23/08/2024;11:35:07;782,45540;0,051;0,19080;
11109;;23/08/2024;11:35:08;782,34860;0,030;0,20140;
11110;;23/08/2024;11:35:09;782,37920;0,030;0,19080;
11111;;23/08/2024;11:35:10;782,40970;0,030;0,20140;
11112;;23/08/2024;11:35:11;782,50120;0,051;0,19080;
11113;;23/08/2024;11:35:12;782,42490;0,030;0,19080;
11114;;23/08/2024;11:35:13;782,40970;0,030;0,19080;
11115;;23/08/2024;11:35:14;782,45540;0,030;0,19080;
11116;;23/08/2024;11:35:15;782,50120;0,051;0,19080;
11117;;23/08/2024;11:35:16;782,40970;0,030;0,20140;
11118;;23/08/2024;11:35:17;782,48600;0,051;0,19080;
11119;;23/08/2024;11:35:18;782,37920;0,051;0,19080;
11120;;23/08/2024;11:35:19;782,42490;0,030;0,19080;
11121;;23/08/2024;11:35:20;782,42490;0,030;0,19080;
11122;;23/08/2024;11:35:21;782,48600;0,051;0,20140;
11123;;23/08/2024;11:35:22;782,48600;0,051;0,20140;
11124;;23/08/2024;11:35:23;782,42490;0,051;0,19080;
11125;;23/08/2024;11:35:24;782,33340;0,051;0,19080;
11126;;23/08/2024;11:35:25;782,37920;0,030;0,20140;
11127;;23/08/2024;11:35:26;782,48600;0,051;0,19080;
11128;;23/08/2024;11:35:27;782,33340;0,030;0,19080;
11129;;23/08/2024;11:35:28;782,45540;0,051;0,19080;
11130;;23/08/2024;11:35:29;782,34860;0,051;0,19080;
11131;;23/08/2024;11:35:30;782,42490;0,030;0,20140;
11132;;23/08/2024;11:35:31;782,48600;0,030;0,19080;
11133;;23/08/2024;11:35:32;782,50120;0,030;0,19080;
11134;;23/08/2024;11:35:33;782,40970;0,030;0,20140;
11135;;23/08/2024;11:35:34;782,48600;0,030;0,20140;
11136;;23/08/2024;11:35:35;782,42490;0,051;0,20140;
11137;;23/08/2024;11:35:36;782,45540;0,051;0,19080;
11138;;23/08/2024;11:35:37;782,37920;0,051;0,20140;
11139;;23/08/2024;11:35:38;782,45540;0,030;0,19080;
11140;;23/08/2024;11:35:39;782,37920;0,051;0,19080;
11141;;23/08/2024;11:35:40;782,37920;0,051;0,19080;
11142;;23/08/2024;11:35:41;782,42490;0,051;0,20140;
11143;;23/08/2024;11:35:42;782,48600;0,030;0,19080;
11144;;23/08/2024;11:35:43;782,40970;0,051;0,20140;
