Serial Number;205145
Device Identity;20514510mH2O
Exported from File;C:\Users\Mika\Documents\Privat\Studium\Master\Lectures\02_glaciology\Data\2024-08-23\205145-10mH2O_23_08_2024-08_30_00.DX5 
Record Start Time;23.08.2024 08:30:00

;;;;CH1;CH4;CH11
;;;;Pressure1;Temperature TOB1;Conductivity Raw
;;;;mbar;°C;uS/cm
No;;Date;Time;P1;TOB1;ConRaw
46;;23/08/2024;08:30:45;778,65600;15,437;0,00000;
47;;23/08/2024;08:30:46;778,65600;15,419;0,00000;
48;;23/08/2024;08:30:47;778,68650;15,437;0,00000;
49;;23/08/2024;08:30:48;778,70180;15,437;0,00000;
50;;23/08/2024;08:30:49;778,68650;15,437;0,00000;
51;;23/08/2024;08:30:50;778,62550;15,437;0,00000;
52;;23/08/2024;08:30:51;778,68650;15,419;0,00000;
53;;23/08/2024;08:30:52;778,62550;15,437;0,00000;
54;;23/08/2024;08:30:53;778,65600;15,419;0,00000;
55;;23/08/2024;08:30:54;778,65600;15,419;0,00000;
56;;23/08/2024;08:30:55;778,70180;15,419;0,00000;
57;;23/08/2024;08:30:56;778,62550;15,419;0,00000;
58;;23/08/2024;08:30:57;778,65600;15,437;0,00000;
59;;23/08/2024;08:30:58;778,68650;15,419;0,00000;
60;;23/08/2024;08:30:59;778,65600;15,419;0,00000;
61;;23/08/2024;08:31:00;778,70180;15,419;0,00000;
62;;23/08/2024;08:31:01;778,61020;15,437;0,00000;
63;;23/08/2024;08:31:02;778,65600;15,419;0,00000;
64;;23/08/2024;08:31:03;778,64070;15,419;0,00000;
65;;23/08/2024;08:31:04;778,65600;15,419;0,00000;
66;;23/08/2024;08:31:05;778,65600;15,419;0,00000;
67;;23/08/2024;08:31:06;778,65600;15,419;0,00000;
68;;23/08/2024;08:31:07;778,68650;15,419;0,00000;
69;;23/08/2024;08:31:08;778,68650;15,401;0,00000;
70;;23/08/2024;08:31:09;778,65600;15,419;0,00000;
71;;23/08/2024;08:31:10;778,68650;15,419;0,00000;
72;;23/08/2024;08:31:11;778,68650;15,419;0,00000;
73;;23/08/2024;08:31:12;778,68650;15,401;0,00000;
74;;23/08/2024;08:31:13;778,71700;15,419;0,00000;
75;;23/08/2024;08:31:14;778,68650;15,401;0,00000;
76;;23/08/2024;08:31:15;778,65600;15,419;0,00000;
77;;23/08/2024;08:31:16;778,64070;15,401;0,00000;
78;;23/08/2024;08:31:17;778,71700;15,401;0,00000;
79;;23/08/2024;08:31:18;778,65600;15,401;0,00000;
80;;23/08/2024;08:31:19;778,64070;15,401;0,00000;
81;;23/08/2024;08:31:20;778,68650;15,401;0,00000;
82;;23/08/2024;08:31:21;778,71700;15,401;0,00000;
83;;23/08/2024;08:31:22;778,64070;15,401;0,00000;
84;;23/08/2024;08:31:23;778,64070;15,401;0,00000;
85;;23/08/2024;08:31:24;778,65600;15,401;0,00000;
86;;23/08/2024;08:31:25;778,68650;15,401;0,00000;
87;;23/08/2024;08:31:26;778,68650;15,401;0,00000;
88;;23/08/2024;08:31:27;778,65600;15,384;0,00000;
89;;23/08/2024;08:31:28;778,68650;15,384;0,00000;
90;;23/08/2024;08:31:29;778,65600;15,401;0,00000;
91;;23/08/2024;08:31:30;778,68650;15,401;0,00000;
92;;23/08/2024;08:31:31;778,71700;15,384;0,00000;
93;;23/08/2024;08:31:32;778,76280;15,401;0,00000;
94;;23/08/2024;08:31:33;778,83910;15,401;0,00000;
95;;23/08/2024;08:31:34;778,73230;15,401;0,00000;
96;;23/08/2024;08:31:35;778,71700;15,384;0,00000;
97;;23/08/2024;08:31:36;778,71700;15,384;0,00000;
98;;23/08/2024;08:31:37;778,71700;15,384;0,00000;
99;;23/08/2024;08:31:38;778,65600;15,384;0,00000;
100;;23/08/2024;08:31:39;778,73230;15,384;0,00000;
101;;23/08/2024;08:31:40;778,76280;15,384;0,00000;
102;;23/08/2024;08:31:41;778,71700;15,384;0,00000;
103;;23/08/2024;08:31:42;778,71700;15,384;0,00000;
104;;23/08/2024;08:31:43;778,68650;15,384;0,00000;
105;;23/08/2024;08:31:44;778,65600;15,384;0,00000;
106;;23/08/2024;08:31:45;778,65600;15,384;0,00000;
107;;23/08/2024;08:31:46;778,73230;15,384;0,00000;
108;;23/08/2024;08:31:47;778,68650;15,384;0,00000;
109;;23/08/2024;08:31:48;778,71700;15,366;0,00000;
110;;23/08/2024;08:31:49;778,76280;15,384;0,00000;
111;;23/08/2024;08:31:50;778,73230;15,384;0,00000;
112;;23/08/2024;08:31:51;778,79330;15,366;0,00000;
113;;23/08/2024;08:31:52;778,74760;15,366;0,00000;
114;;23/08/2024;08:31:53;778,76280;15,366;0,00000;
115;;23/08/2024;08:31:54;778,68650;15,366;0,00000;
116;;23/08/2024;08:31:55;778,68650;15,384;0,00000;
117;;23/08/2024;08:31:56;778,71700;15,366;0,00000;
118;;23/08/2024;08:31:57;778,68650;15,366;0,00000;
119;;23/08/2024;08:31:58;778,68650;15,384;0,00000;
120;;23/08/2024;08:31:59;778,71700;15,366;0,00000;
121;;23/08/2024;08:32:00;778,71700;15,366;0,00000;
122;;23/08/2024;08:32:01;778,68650;15,366;0,00000;
123;;23/08/2024;08:32:02;778,68650;15,366;0,00000;
124;;23/08/2024;08:32:03;778,74760;15,366;0,00000;
125;;23/08/2024;08:32:04;778,76280;15,366;0,00000;
126;;23/08/2024;08:32:05;778,53390;15,348;0,00000;
127;;23/08/2024;08:32:06;778,74760;15,366;0,00000;
128;;23/08/2024;08:32:07;778,83910;15,366;0,00000;
129;;23/08/2024;08:32:08;778,68650;15,348;0,00000;
130;;23/08/2024;08:32:09;778,71700;15,366;0,00000;
131;;23/08/2024;08:32:10;778,71700;15,366;0,00000;
132;;23/08/2024;08:32:11;778,96120;15,348;0,00000;
133;;23/08/2024;08:32:12;778,83910;15,366;0,00000;
134;;23/08/2024;08:32:13;778,90010;15,348;0,00000;
135;;23/08/2024;08:32:14;778,96120;15,366;0,00000;
136;;23/08/2024;08:32:15;778,94590;15,348;0,00000;
137;;23/08/2024;08:32:16;779,19010;15,348;0,00000;
138;;23/08/2024;08:32:17;779,12900;15,348;0,00000;
139;;23/08/2024;08:32:18;778,71700;15,366;0,00000;
140;;23/08/2024;08:32:19;778,59500;15,348;0,00000;
141;;23/08/2024;08:32:20;779,06800;15,348;0,00000;
142;;23/08/2024;08:32:21;779,14430;15,348;0,00000;
143;;23/08/2024;08:32:22;779,32740;15,348;0,00000;
144;;23/08/2024;08:32:23;778,79330;15,348;0,00000;
145;;23/08/2024;08:32:24;778,97640;15,348;0,00000;
146;;23/08/2024;08:32:25;778,99170;15,348;0,00000;
147;;23/08/2024;08:32:26;779,12900;15,348;0,00000;
148;;23/08/2024;08:32:27;779,14430;15,348;0,00000;
149;;23/08/2024;08:32:28;779,40370;15,330;0,00000;
150;;23/08/2024;08:32:29;778,82390;15,330;0,00000;
151;;23/08/2024;08:32:30;779,34270;15,348;0,00000;
152;;23/08/2024;08:32:31;779,37320;15,330;0,00000;
153;;23/08/2024;08:32:32;779,12900;15,348;0,00000;
154;;23/08/2024;08:32:33;779,41890;15,330;0,00000;
155;;23/08/2024;08:32:34;779,37320;15,348;0,00000;
156;;23/08/2024;08:32:35;779,52580;15,348;0,00000;
157;;23/08/2024;08:32:36;779,25110;15,330;0,00000;
158;;23/08/2024;08:32:37;778,99170;15,330;0,00000;
159;;23/08/2024;08:32:38;778,94590;15,330;0,00000;
160;;23/08/2024;08:32:39;779,29690;15,330;0,00000;
161;;23/08/2024;08:32:40;779,67830;15,330;0,00000;
162;;23/08/2024;08:32:41;779,63260;15,330;0,00000;
163;;23/08/2024;08:32:42;778,94590;15,330;0,00000;
164;;23/08/2024;08:32:43;779,75460;15,330;0,00000;
165;;23/08/2024;08:32:44;779,52580;15,330;0,00000;
166;;23/08/2024;08:32:45;779,70890;15,330;0,00000;
167;;23/08/2024;08:32:46;779,51050;15,330;0,00000;
168;;23/08/2024;08:32:47;779,22060;15,313;0,00000;
169;;23/08/2024;08:32:48;779,28160;15,330;0,00000;
170;;23/08/2024;08:32:49;779,89200;15,330;0,00000;
171;;23/08/2024;08:32:50;779,60210;15,330;0,00000;
172;;23/08/2024;08:32:51;779,67830;15,330;0,00000;
173;;23/08/2024;08:32:52;779,89200;15,313;0,00000;
174;;23/08/2024;08:32:53;779,81570;15,330;0,00000;
175;;23/08/2024;08:32:54;779,86150;15,313;0,00000;
176;;23/08/2024;08:32:55;779,96830;15,313;0,00000;
177;;23/08/2024;08:32:56;780,05980;15,313;0,00000;
178;;23/08/2024;08:32:57;779,58680;15,313;0,00000;
179;;23/08/2024;08:32:58;779,29690;15,313;0,00000;
180;;23/08/2024;08:32:59;780,01400;15,313;0,00000;
181;;23/08/2024;08:33:00;780,24290;15,313;0,00000;
182;;23/08/2024;08:33:01;780,18190;15,313;0,00000;
183;;23/08/2024;08:33:02;780,24290;15,313;0,00000;
184;;23/08/2024;08:33:03;779,89200;15,313;0,00000;
185;;23/08/2024;08:33:04;779,89200;15,313;0,00000;
186;;23/08/2024;08:33:05;780,18190;15,313;0,00000;
187;;23/08/2024;08:33:06;780,28870;15,313;0,00000;
188;;23/08/2024;08:33:07;780,47180;15,313;0,00000;
189;;23/08/2024;08:33:08;780,31920;15,313;0,00000;
190;;23/08/2024;08:33:09;780,47180;15,313;0,00000;
191;;23/08/2024;08:33:10;780,21240;15,313;0,00000;
192;;23/08/2024;08:33:11;780,33450;15,313;0,00000;
193;;23/08/2024;08:33:12;780,44130;15,313;0,00000;
194;;23/08/2024;08:33:13;780,51760;15,295;0,00000;
195;;23/08/2024;08:33:14;780,33450;15,313;0,00000;
196;;23/08/2024;08:33:15;780,25820;15,313;0,00000;
197;;23/08/2024;08:33:16;780,48710;15,295;0,00000;
198;;23/08/2024;08:33:17;780,16660;15,313;0,00000;
199;;23/08/2024;08:33:18;780,25820;15,295;0,00000;
200;;23/08/2024;08:33:19;780,21240;15,295;0,00000;
201;;23/08/2024;08:33:20;780,48710;15,295;0,00000;
202;;23/08/2024;08:33:21;780,54810;15,295;0,00000;
203;;23/08/2024;08:33:22;780,56340;15,295;0,00000;
204;;23/08/2024;08:33:23;780,59390;15,295;0,00000;
205;;23/08/2024;08:33:24;780,27340;15,295;0,00000;
206;;23/08/2024;08:33:25;780,28870;15,295;0,00000;
207;;23/08/2024;08:33:26;780,19710;15,277;0,00000;
208;;23/08/2024;08:33:27;780,63960;15,295;0,00000;
209;;23/08/2024;08:33:28;780,67020;15,295;0,00000;
210;;23/08/2024;08:33:29;780,79220;15,295;0,00000;
211;;23/08/2024;08:33:30;780,79220;15,295;0,00000;
212;;23/08/2024;08:33:31;780,63960;15,295;0,00000;
213;;23/08/2024;08:33:32;780,62440;15,295;0,00000;
214;;23/08/2024;08:33:33;780,86850;15,295;0,00000;
215;;23/08/2024;08:33:34;780,54810;15,277;0,00000;
216;;23/08/2024;08:33:35;780,70070;15,295;0,00000;
217;;23/08/2024;08:33:36;780,74650;15,295;0,00000;
218;;23/08/2024;08:33:37;780,54810;15,295;0,00000;
219;;23/08/2024;08:33:38;780,74650;15,277;0,00000;
220;;23/08/2024;08:33:39;780,59390;15,295;0,00000;
221;;23/08/2024;08:33:40;781,09740;15,295;0,00000;
222;;23/08/2024;08:33:41;781,02110;15,295;0,00000;
223;;23/08/2024;08:33:42;780,70070;15,277;0,00000;
224;;23/08/2024;08:33:43;780,24290;15,277;0,00000;
225;;23/08/2024;08:33:44;781,05160;15,277;0,00000;
226;;23/08/2024;08:33:45;780,94480;15,277;0,00000;
227;;23/08/2024;08:33:46;780,80750;15,295;0,00000;
228;;23/08/2024;08:33:47;781,00590;15,277;0,00000;
229;;23/08/2024;08:33:48;781,00590;15,277;0,00000;
230;;23/08/2024;08:33:49;780,94480;15,295;0,00000;
231;;23/08/2024;08:33:50;781,00590;15,277;0,00000;
232;;23/08/2024;08:33:51;780,89900;15,277;0,00000;
233;;23/08/2024;08:33:52;780,94480;15,277;0,00000;
234;;23/08/2024;08:33:53;780,89900;15,277;0,00000;
235;;23/08/2024;08:33:54;780,88380;15,277;0,00000;
236;;23/08/2024;08:33:55;780,89900;15,277;0,00000;
237;;23/08/2024;08:33:56;780,80750;15,277;0,00000;
238;;23/08/2024;08:33:57;780,85330;15,277;0,00000;
239;;23/08/2024;08:33:58;780,85330;15,277;0,00000;
240;;23/08/2024;08:33:59;780,92960;15,277;0,00000;
241;;23/08/2024;08:34:00;780,77700;15,259;0,00000;
242;;23/08/2024;08:34:01;780,59390;15,277;0,00000;
243;;23/08/2024;08:34:02;780,74650;15,259;0,00000;
244;;23/08/2024;08:34:03;780,92960;15,277;0,00000;
245;;23/08/2024;08:34:04;780,88380;15,259;0,00000;
246;;23/08/2024;08:34:05;781,03640;15,277;0,00000;
247;;23/08/2024;08:34:06;781,20420;15,277;0,00000;
248;;23/08/2024;08:34:07;781,00590;15,277;0,00000;
249;;23/08/2024;08:34:08;781,09740;15,277;0,00000;
250;;23/08/2024;08:34:09;781,08220;15,259;0,00000;
251;;23/08/2024;08:34:10;781,02110;15,259;0,00000;
252;;23/08/2024;08:34:11;781,08220;15,277;0,00000;
253;;23/08/2024;08:34:12;780,88380;15,259;0,00000;
254;;23/08/2024;08:34:13;780,88380;15,259;0,00000;
255;;23/08/2024;08:34:14;780,97530;15,259;0,00000;
256;;23/08/2024;08:34:15;781,23470;15,259;0,00000;
257;;23/08/2024;08:34:16;781,05160;15,259;0,00000;
258;;23/08/2024;08:34:17;781,12790;15,259;0,00000;
259;;23/08/2024;08:34:18;781,20420;15,259;0,00000;
260;;23/08/2024;08:34:19;781,12790;15,259;0,00000;
261;;23/08/2024;08:34:20;781,31100;15,259;0,00000;
262;;23/08/2024;08:34:21;781,18900;15,259;0,00000;
263;;23/08/2024;08:34:22;781,31100;15,259;0,00000;
264;;23/08/2024;08:34:23;781,35680;15,259;0,00000;
265;;23/08/2024;08:34:24;781,12790;15,259;0,00000;
266;;23/08/2024;08:34:25;781,38730;15,259;0,00000;
267;;23/08/2024;08:34:26;781,40260;15,259;0,00000;
268;;23/08/2024;08:34:27;781,49410;15,243;0,00000;
269;;23/08/2024;08:34:28;781,64670;15,243;0,00000;
270;;23/08/2024;08:34:29;781,92140;15,256;0,00000;
271;;23/08/2024;08:34:30;781,53990;15,243;0,00000;
272;;23/08/2024;08:34:31;781,49410;15,243;0,00000;
273;;23/08/2024;08:34:32;781,92140;15,238;0,00000;
274;;23/08/2024;08:34:33;781,81460;15,256;0,00000;
275;;23/08/2024;08:34:34;781,69250;15,243;0,00000;
276;;23/08/2024;08:34:35;781,76880;15,243;0,00000;
277;;23/08/2024;08:34:36;781,73830;15,243;0,00000;
278;;23/08/2024;08:34:37;781,58570;15,243;0,00000;
279;;23/08/2024;08:34:38;781,61620;15,243;0,00000;
280;;23/08/2024;08:34:39;781,78410;15,238;0,00000;
281;;23/08/2024;08:34:40;781,72300;15,243;0,00000;
282;;23/08/2024;08:34:41;781,81460;15,238;0,00000;
283;;23/08/2024;08:34:42;781,50940;15,243;0,00000;
284;;23/08/2024;08:34:43;781,64670;15,243;0,00000;
285;;23/08/2024;08:34:44;781,76880;15,243;0,00000;
286;;23/08/2024;08:34:45;781,86040;15,238;0,00000;
287;;23/08/2024;08:34:46;781,78410;15,238;0,00000;
288;;23/08/2024;08:34:47;781,84510;15,238;0,00000;
289;;23/08/2024;08:34:48;781,86040;15,220;0,00000;
290;;23/08/2024;08:34:49;781,86040;15,220;0,00000;
291;;23/08/2024;08:34:50;781,81460;15,238;0,00000;
292;;23/08/2024;08:34:51;781,93660;15,220;0,00000;
293;;23/08/2024;08:34:52;781,69250;15,224;0,00000;
294;;23/08/2024;08:34:53;781,72300;15,224;0,00000;
295;;23/08/2024;08:34:54;781,89090;15,220;0,00000;
296;;23/08/2024;08:34:55;781,99770;15,220;0,00000;
297;;23/08/2024;08:34:56;781,73830;15,224;0,00000;
298;;23/08/2024;08:34:57;782,22660;15,204;0,00000;
299;;23/08/2024;08:34:58;781,73830;15,224;0,00000;
300;;23/08/2024;08:34:59;781,95190;15,220;0,00000;
301;;23/08/2024;08:35:00;781,96720;15,220;0,00000;
302;;23/08/2024;08:35:01;781,95190;15,220;0,00000;
303;;23/08/2024;08:35:02;781,95190;15,220;0,00000;
304;;23/08/2024;08:35:03;781,92140;15,220;0,00000;
305;;23/08/2024;08:35:04;781,96720;15,204;0,00000;
306;;23/08/2024;08:35:05;781,92140;15,220;0,00000;
307;;23/08/2024;08:35:06;781,95190;15,220;0,00000;
308;;23/08/2024;08:35:07;781,95190;15,204;0,00000;
309;;23/08/2024;08:35:08;781,96720;15,220;0,00000;
310;;23/08/2024;08:35:09;781,95190;15,220;0,00000;
311;;23/08/2024;08:35:10;781,92140;15,204;0,00000;
312;;23/08/2024;08:35:11;781,96720;15,204;0,00000;
313;;23/08/2024;08:35:12;781,96720;15,204;0,00000;
314;;23/08/2024;08:35:13;781,92140;15,204;0,00000;
315;;23/08/2024;08:35:14;781,96720;15,220;0,00000;
316;;23/08/2024;08:35:15;781,95190;15,204;0,00000;
317;;23/08/2024;08:35:16;781,95190;15,204;0,00000;
318;;23/08/2024;08:35:17;781,95190;15,204;0,00000;
319;;23/08/2024;08:35:18;781,95190;15,185;0,00000;
320;;23/08/2024;08:35:19;781,95190;15,204;0,00000;
321;;23/08/2024;08:35:20;781,95190;15,204;0,00000;
322;;23/08/2024;08:35:21;781,95190;15,204;0,00000;
323;;23/08/2024;08:35:22;781,96720;15,204;0,00000;
324;;23/08/2024;08:35:23;781,92140;15,204;0,00000;
325;;23/08/2024;08:35:24;781,95190;15,204;0,00000;
326;;23/08/2024;08:35:25;781,92140;15,185;0,00000;
327;;23/08/2024;08:35:26;781,96720;15,204;0,00000;
328;;23/08/2024;08:35:27;781,96720;15,204;0,00000;
329;;23/08/2024;08:35:28;781,95190;15,204;0,00000;
330;;23/08/2024;08:35:29;781,99770;15,185;0,00000;
331;;23/08/2024;08:35:30;781,95190;15,185;0,00000;
332;;23/08/2024;08:35:31;781,95190;15,185;0,00000;
333;;23/08/2024;08:35:32;781,92140;15,185;0,00000;
334;;23/08/2024;08:35:33;781,98240;15,185;0,00000;
335;;23/08/2024;08:35:34;781,98240;15,185;0,00000;
336;;23/08/2024;08:35:35;781,95190;15,185;0,00000;
337;;23/08/2024;08:35:36;781,92140;15,185;0,00000;
338;;23/08/2024;08:35:37;781,99770;15,185;0,00000;
339;;23/08/2024;08:35:38;781,98240;15,185;0,00000;
340;;23/08/2024;08:35:39;781,98240;15,185;0,00000;
341;;23/08/2024;08:35:40;781,92140;15,185;0,00000;
342;;23/08/2024;08:35:41;781,95190;15,185;0,00000;
343;;23/08/2024;08:35:42;781,90610;15,167;0,00000;
344;;23/08/2024;08:35:43;782,05870;15,167;0,00000;
345;;23/08/2024;08:35:44;782,10450;15,204;0,00000;
346;;23/08/2024;08:35:45;781,99770;15,185;0,00000;
347;;23/08/2024;08:35:46;781,99770;15,167;0,00000;
348;;23/08/2024;08:35:47;781,95190;15,167;0,00000;
349;;23/08/2024;08:35:48;782,02820;15,167;0,00000;
350;;23/08/2024;08:35:49;782,13500;15,167;0,00000;
351;;23/08/2024;08:35:50;782,10450;15,167;0,00000;
352;;23/08/2024;08:35:51;782,10450;15,167;0,00000;
353;;23/08/2024;08:35:52;782,25710;15,167;0,00000;
354;;23/08/2024;08:35:53;782,53170;15,167;0,00000;
355;;23/08/2024;08:35:54;782,48600;15,167;0,00000;
356;;23/08/2024;08:35:55;782,45540;15,167;0,00000;
357;;23/08/2024;08:35:56;782,50120;15,167;0,00000;
358;;23/08/2024;08:35:57;782,45540;15,167;0,00000;
359;;23/08/2024;08:35:58;782,48600;15,167;0,00000;
360;;23/08/2024;08:35:59;782,45540;15,167;0,00000;
361;;23/08/2024;08:36:00;782,48600;15,149;0,00000;
362;;23/08/2024;08:36:01;782,45540;15,167;0,00000;
363;;23/08/2024;08:36:02;782,42490;15,167;0,00000;
364;;23/08/2024;08:36:03;782,45540;15,149;0,00000;
365;;23/08/2024;08:36:04;782,48600;15,167;0,00000;
366;;23/08/2024;08:36:05;782,50120;15,167;0,00000;
367;;23/08/2024;08:36:06;782,48600;15,167;0,00000;
368;;23/08/2024;08:36:07;782,48600;15,167;0,00000;
369;;23/08/2024;08:36:08;782,48600;15,167;0,00000;
370;;23/08/2024;08:36:09;782,45540;15,167;0,00000;
371;;23/08/2024;08:36:10;782,45540;15,149;0,00000;
372;;23/08/2024;08:36:11;782,45540;15,167;0,00000;
373;;23/08/2024;08:36:12;782,48600;15,167;0,00000;
374;;23/08/2024;08:36:13;782,48600;15,149;0,00000;
375;;23/08/2024;08:36:14;782,42490;15,149;0,00000;
376;;23/08/2024;08:36:15;782,48600;15,149;0,00000;
377;;23/08/2024;08:36:16;782,45540;15,167;0,00000;
378;;23/08/2024;08:36:17;782,44020;15,149;0,00000;
379;;23/08/2024;08:36:18;782,45540;15,149;0,00000;
380;;23/08/2024;08:36:19;782,45540;15,149;0,00000;
381;;23/08/2024;08:36:20;782,45540;15,149;0,00000;
382;;23/08/2024;08:36:21;782,45540;15,149;0,00000;
383;;23/08/2024;08:36:22;782,44020;15,149;0,00000;
384;;23/08/2024;08:36:23;782,48600;15,149;0,00000;
385;;23/08/2024;08:36:24;782,44020;15,132;0,00000;
386;;23/08/2024;08:36:25;782,45540;15,149;0,00000;
387;;23/08/2024;08:36:26;782,48600;15,149;0,00000;
388;;23/08/2024;08:36:27;782,44020;15,149;0,00000;
389;;23/08/2024;08:36:28;782,45540;15,132;0,00000;
390;;23/08/2024;08:36:29;782,45540;15,132;0,00000;
391;;23/08/2024;08:36:30;782,48600;15,149;0,00000;
392;;23/08/2024;08:36:31;782,45540;15,132;0,00000;
393;;23/08/2024;08:36:32;782,45540;15,132;0,00000;
394;;23/08/2024;08:36:33;782,45540;15,132;0,00000;
395;;23/08/2024;08:36:34;782,44020;15,132;0,00000;
396;;23/08/2024;08:36:35;782,45540;15,132;0,00000;
397;;23/08/2024;08:36:36;782,48600;15,132;0,00000;
398;;23/08/2024;08:36:37;782,45540;15,132;0,00000;
399;;23/08/2024;08:36:38;782,48600;15,132;0,00000;
400;;23/08/2024;08:36:39;782,40970;15,132;0,00000;
401;;23/08/2024;08:36:40;782,45540;15,132;0,00000;
402;;23/08/2024;08:36:41;782,44020;15,132;0,00000;
403;;23/08/2024;08:36:42;782,45540;15,132;0,00000;
404;;23/08/2024;08:36:43;782,45540;15,132;0,00000;
405;;23/08/2024;08:36:44;782,44020;15,132;0,00000;
406;;23/08/2024;08:36:45;782,45540;15,132;0,00000;
407;;23/08/2024;08:36:46;782,48600;15,132;0,00000;
408;;23/08/2024;08:36:47;782,48600;15,132;0,00000;
409;;23/08/2024;08:36:48;782,48600;15,114;0,00000;
410;;23/08/2024;08:36:49;782,44020;15,132;0,00000;
411;;23/08/2024;08:36:50;782,48600;15,132;0,00000;
412;;23/08/2024;08:36:51;782,44020;15,132;0,00000;
413;;23/08/2024;08:36:52;782,45540;15,132;0,00000;
414;;23/08/2024;08:36:53;782,45540;15,114;0,00000;
415;;23/08/2024;08:36:54;782,45540;15,132;0,00000;
416;;23/08/2024;08:36:55;782,45540;15,132;0,00000;
417;;23/08/2024;08:36:56;782,44020;15,132;0,00000;
418;;23/08/2024;08:36:57;782,44020;15,114;0,00000;
419;;23/08/2024;08:36:58;782,47070;15,114;0,00000;
420;;23/08/2024;08:36:59;782,44020;15,114;0,00000;
421;;23/08/2024;08:37:00;782,44020;15,114;0,00000;
422;;23/08/2024;08:37:01;782,48600;15,114;0,00000;
423;;23/08/2024;08:37:02;782,48600;15,114;0,00000;
424;;23/08/2024;08:37:03;782,47070;15,114;0,00000;
425;;23/08/2024;08:37:04;782,47070;15,114;0,00000;
426;;23/08/2024;08:37:05;782,48600;15,114;0,00000;
427;;23/08/2024;08:37:06;782,48600;15,114;0,00000;
428;;23/08/2024;08:37:07;782,47070;15,114;0,00000;
429;;23/08/2024;08:37:08;782,48600;15,114;0,00000;
430;;23/08/2024;08:37:09;782,48600;15,096;0,00000;
431;;23/08/2024;08:37:10;782,44020;15,096;0,00000;
432;;23/08/2024;08:37:11;782,47070;15,114;0,00000;
433;;23/08/2024;08:37:12;782,47070;15,114;0,00000;
434;;23/08/2024;08:37:13;782,47070;15,114;0,00000;
435;;23/08/2024;08:37:14;782,47070;15,096;0,00000;
436;;23/08/2024;08:37:15;782,47070;15,096;0,00000;
437;;23/08/2024;08:37:16;782,44020;15,114;0,00000;
438;;23/08/2024;08:37:17;782,44020;15,096;0,00000;
